CQID,pType,CAT,CPID,CComp,CCost,LCost,DCost,DQID,DPID,[Q],IMP,POS
32,TPS,Mechanical Components,TPS-110,Control Arm,0.39,0.34,0.05,23,ECU-307,8270000.0,413500.0,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Fuse,0.61,0.49,0.12,43,O2-Sensor-213,7630000.0,915600.0,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Servo Motor,1.08,1.03,0.05,24,TPS-107,7630000.0,381500.0,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Rectifier,0.23,0.21,0.02,24,TPS-107,7630000.0,152600.0,REFERENCE FOUND!
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Heat Sink,0.44,0.44,0.0,33,O2-Sensor-210,7630000.0,0.0,COST REFERENCE
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Metal Clip,0.36,0.26,0.1,24,TPS-107,7630000.0,763000.0,REFERENCE FOUND!
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Bushing Assembly,0.4,0.4,0.0,33,O2-Sensor-210,7630000.0,0.0,COST REFERENCE
34,ECU,Electronic Component,ECU-311,Voltage Regulator,0.62,0.62,0.0,34,ECU-311,7660000.0,0.0,COST REFERENCE
34,ECU,Electronic Component,ECU-311,Optocoupler,1.59,0.98,0.61,44,ECU-314,7660000.0,4672600.0,REFERENCE FOUND!
34,ECU,Electronic Component,ECU-311,Power Supply,0.32,0.2,0.12,9,ECU-302,7660000.0,919200.0,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Piston,0.4,0.39,0.01,25,ECU-308,7660000.0,76600.0,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Wire Harness,0.35,0.31,0.04,44,ECU-314,7660000.0,306400.0,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Pivot Point,0.39,0.34,0.05,9,ECU-302,7660000.0,383000.0,REFERENCE FOUND!
35,TPS,Electronic Component,TPS-111,Oscillator,0.77,0.48,0.29,45,TPS-115,8000000.0,2320000.0,REFERENCE FOUND!
35,TPS,Electronic Component,TPS-111,Magnetic Sensor,1.03,0.73,0.3,45,TPS-115,8000000.0,2400000.0,REFERENCE FOUND!
35,TPS,Electronic Component,TPS-111,Charge Controller,0.3,0.29,0.01,10,TPS-103,8000000.0,80000.0,REFERENCE FOUND!
35,TPS,Mechanical Components,TPS-111,Gasket,0.44,0.44,0.0,35,TPS-111,8000000.0,0.0,COST REFERENCE
35,TPS,Mechanical Components,TPS-111,Spring,0.29,0.27,0.02,45,TPS-115,8000000.0,160000.0,REFERENCE FOUND!
35,TPS,Mechanical Components,TPS-111,Slider Mechanism,0.33,0.33,0.0,10,TPS-103,8000000.0,0.0,REFERENCE FOUND!
36,TPS,Electronic Component,TPS-112,Potentiometer,0.58,0.58,0.0,36,TPS-112,6800000.0,0.0,COST REFERENCE
36,TPS,Electronic Component,TPS-112,Microcontroller,1.57,1.01,0.56,26,TPS-108,6800000.0,3808000.0,REFERENCE FOUND!
36,TPS,Electronic Component,TPS-112,Voltage Regulator,0.35,0.22,0.13,1,TPS-100,6800000.0,884000.0,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Injection-Molded Plastic Casing,0.56,0.37,0.19,26,TPS-108,6800000.0,1292000.0,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Brass Contact Pins,0.38,0.24,0.14,17,TPS-105,6800000.0,952000.0,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Mounting Clamp,0.38,0.28,0.1,1,TPS-100,6800000.0,680000.0,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Resistor,0.54,0.51,0.03,27,O2-Sensor-208,6380000.0,191400.0,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Pressure Sensor,1.06,1.03,0.03,2,O2-Sensor-200,6380000.0,191400.0,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Heat Sink,0.35,0.2,0.15,2,O2-Sensor-200,6380000.0,957000.0,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Thermal Shielding,0.54,0.37,0.17,2,O2-Sensor-200,6380000.0,1084600.0,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Spring Clip,0.28,0.25,0.03,19,TPS-106,6380000.0,191400.0,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Gear Mechanism,0.34,0.29,0.05,2,O2-Sensor-200,6380000.0,319000.0,REFERENCE FOUND!
38,ECU,Electronic Component,ECU-312,Capacitor,0.64,0.51,0.13,28,ECU-309,7090000.0,921700.0,REFERENCE FOUND!
38,ECU,Electronic Component,ECU-312,Transistor,0.96,0.96,0.0,38,ECU-312,7090000.0,0.0,COST REFERENCE
38,ECU,Electronic Component,ECU-312,Diode,0.31,0.24,0.07,20,O2-Sensor-206,7090000.0,496300.0,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Mounting Bracket,0.47,0.37,0.1,28,ECU-309,7090000.0,709000.0,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Connector Housing,0.27,0.26,0.01,28,ECU-309,7090000.0,70900.0,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Adjustable Lever,0.34,0.34,0.0,38,ECU-312,7090000.0,0.0,COST REFERENCE
39,TPS,Electronic Component,TPS-113,Thermistor,0.68,0.47,0.21,21,ECU-306,6510000.0,1367100.0,REFERENCE FOUND!
39,TPS,Electronic Component,TPS-113,Temperature Sensor,1.4,0.86,0.54,29,TPS-109,6510000.0,3515400.0,REFERENCE FOUND!
39,TPS,Electronic Component,TPS-113,Amplifier,0.27,0.24,0.03,4,TPS-101,6510000.0,195300.0,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Rubber Seal,0.49,0.48,0.01,21,ECU-306,6510000.0,65100.0,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Copper Wire,0.38,0.24,0.14,21,ECU-306,6510000.0,911400.0,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Rotary Shaft,0.36,0.28,0.08,21,ECU-306,6510000.0,520800.0,REFERENCE FOUND!
40,O2-Sensor,Electronic Component,O2-Sensor-212,LED,0.69,0.69,0.0,40,O2-Sensor-212,6930000.0,0.0,COST REFERENCE
40,O2-Sensor,Electronic Component,O2-Sensor-212,Relay,0.83,0.83,0.0,40,O2-Sensor-212,6930000.0,0.0,COST REFERENCE
40,O2-Sensor,Electronic Component,O2-Sensor-212,Operational Amplifier,0.21,0.21,0.0,40,O2-Sensor-212,6930000.0,0.0,COST REFERENCE
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Actuator Arm,0.37,0.37,0.0,40,O2-Sensor-212,6930000.0,0.0,COST REFERENCE
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Plastic Knob,0.29,0.24,0.05,5,O2-Sensor-201,6930000.0,346500.0,REFERENCE FOUND!
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Cam Follower,0.36,0.36,0.0,40,O2-Sensor-212,6930000.0,0.0,COST REFERENCE
41,ECU,Electronic Component,ECU-313,Diode,0.6,0.6,0.0,6,ECU-301,7220000.0,0.0,REFERENCE FOUND!
41,ECU,Electronic Component,ECU-313,Inductor,1.07,0.93,0.14,22,O2-Sensor-207,7220000.0,1010800.0,REFERENCE FOUND!
41,ECU,Electronic Component,ECU-313,Crystal Oscillator,0.29,0.21,0.08,22,O2-Sensor-207,7220000.0,577600.0,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Connector Body,0.41,0.37,0.04,22,O2-Sensor-207,7220000.0,288800.0,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Steel Rod,0.33,0.28,0.05,6,ECU-301,7220000.0,361000.0,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Linkage Assembly,0.44,0.35,0.09,6,ECU-301,7220000.0,649800.0,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Integrated Circuit,0.58,0.47,0.11,23,ECU-307,7220000.0,794200.0,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Piezoelectric Sensor,1.23,0.99,0.24,7,TPS-102,7220000.0,1732800.0,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Filter,0.28,0.21,0.07,7,TPS-102,7220000.0,505400.0,REFERENCE FOUND!
42,TPS,Mechanical Components,TPS-114,Valve Body,0.5,0.43,0.07,32,TPS-110,7220000.0,505400.0,REFERENCE FOUND!
42,TPS,Mechanical Components,TPS-114,Ceramic Disc,0.28,0.28,0.0,42,TPS-114,7220000.0,0.0,COST REFERENCE
42,TPS,Mechanical Components,TPS-114,Control Arm,0.38,0.34,0.04,23,ECU-307,7220000.0,288800.0,REFERENCE FOUND!
43,O2-Sensor,Electronic Component,O2-Sensor-213,Fuse,0.49,0.49,0.0,43,O2-Sensor-213,7770000.0,0.0,COST REFERENCE
43,O2-Sensor,Electronic Component,O2-Sensor-213,Servo Motor,1.2,1.03,0.17,24,TPS-107,7770000.0,1320900.0,REFERENCE FOUND!
43,O2-Sensor,Electronic Component,O2-Sensor-213,Rectifier,0.34,0.21,0.13,24,TPS-107,7770000.0,1010100.0,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Heat Sink,0.51,0.44,0.07,33,O2-Sensor-210,7770000.0,543900.0,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Metal Clip,0.28,0.26,0.02,24,TPS-107,7770000.0,155400.0,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Bushing Assembly,0.4,0.4,0.0,33,O2-Sensor-210,7770000.0,0.0,REFERENCE FOUND!
44,ECU,Electronic Component,ECU-314,Voltage Regulator,0.62,0.62,0.0,34,ECU-311,6960000.0,0.0,REFERENCE FOUND!
44,ECU,Electronic Component,ECU-314,Optocoupler,0.98,0.98,0.0,44,ECU-314,6960000.0,0.0,COST REFERENCE
44,ECU,Electronic Component,ECU-314,Power Supply,0.25,0.2,0.05,9,ECU-302,6960000.0,348000.0,REFERENCE FOUND!
44,ECU,Mechanical Components,ECU-314,Piston,0.45,0.39,0.06,25,ECU-308,6960000.0,417600.0,REFERENCE FOUND!
44,ECU,Mechanical Components,ECU-314,Wire Harness,0.31,0.31,0.0,44,ECU-314,6960000.0,0.0,COST REFERENCE
44,ECU,Mechanical Components,ECU-314,Pivot Point,0.43,0.34,0.09,9,ECU-302,6960000.0,626400.0,REFERENCE FOUND!
45,TPS,Electronic Component,TPS-115,Oscillator,0.48,0.48,0.0,45,TPS-115,6660000.0,0.0,COST REFERENCE
45,TPS,Electronic Component,TPS-115,Magnetic Sensor,0.73,0.73,0.0,45,TPS-115,6660000.0,0.0,COST REFERENCE
45,TPS,Electronic Component,TPS-115,Charge Controller,0.29,0.29,0.0,10,TPS-103,6660000.0,0.0,REFERENCE FOUND!
45,TPS,Mechanical Components,TPS-115,Gasket,0.46,0.44,0.02,35,TPS-111,6660000.0,133200.0,REFERENCE FOUND!
45,TPS,Mechanical Components,TPS-115,Spring,0.27,0.27,0.0,45,TPS-115,6660000.0,0.0,COST REFERENCE
45,TPS,Mechanical Components,TPS-115,Slider Mechanism,0.33,0.33,0.0,10,TPS-103,6660000.0,0.0,REFERENCE FOUND!
46,O2-Sensor,Electronic Component,O2-Sensor-214,Transducer,0.77,0.7,0.07,11,O2-Sensor-203,6690000.0,468300.0,REFERENCE FOUND!
46,O2-Sensor,Electronic Component,O2-Sensor-214,Variable Resistor,0.8,0.8,0.0,46,O2-Sensor-214,6690000.0,0.0,COST REFERENCE
46,O2-Sensor,Electronic Component,O2-Sensor-214,Energy Harvester,0.29,0.29,0.0,46,O2-Sensor-214,6690000.0,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Bracket Assembly,0.4,0.4,0.0,46,O2-Sensor-214,6690000.0,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Pin Connector,0.24,0.24,0.0,46,O2-Sensor-214,6690000.0,0.0,COST REFERENCE
46,O2-Sensor,Mechanical Components,O2-Sensor-214,Rack and Pinion,0.44,0.28,0.16,11,O2-Sensor-203,6690000.0,1070400.0,REFERENCE FOUND!
47,ECU,Electronic Component,ECU-315,Photodiode,0.7,0.57,0.13,12,ECU-303,6320000.0,821600.0,REFERENCE FOUND!
47,ECU,Electronic Component,ECU-315,LCD Display,1.46,1.28,0.18,12,ECU-303,6320000.0,1137600.0,REFERENCE FOUND!
47,ECU,Electronic Component,ECU-315,Signal Processor,0.26,0.26,0.0,47,ECU-315,6320000.0,0.0,COST REFERENCE
47,ECU,Mechanical Components,ECU-315,Switch Assembly,0.55,0.54,0.01,12,ECU-303,6320000.0,63200.0,REFERENCE FOUND!
47,ECU,Mechanical Components,ECU-315,Rivet,0.32,0.32,0.0,47,ECU-315,6320000.0,0.0,COST REFERENCE
47,ECU,Mechanical Components,ECU-315,Helical Spring,0.45,0.39,0.06,12,ECU-303,6320000.0,379200.0,REFERENCE FOUND!
48,TPS,Electronic Component,TPS-116,Piezoelectric Crystal,0.49,0.49,0.0,48,TPS-116,8410000.0,0.0,COST REFERENCE
48,TPS,Electronic Component,TPS-116,RFID Chip,1.31,0.75,0.56,13,TPS-104,8410000.0,4709600.0,REFERENCE FOUND!
48,TPS,Electronic Component,TPS-116,Hall Effect Sensor,0.26,0.26,0.0,48,TPS-116,8410000.0,0.0,COST REFERENCE
48,TPS,Mechanical Components,TPS-116,Frame Structure,0.59,0.41,0.18,13,TPS-104,8410000.0,1513800.0,REFERENCE FOUND!
48,TPS,Mechanical Components,TPS-116,Bearing,0.26,0.26,0.0,48,TPS-116,8410000.0,0.0,COST REFERENCE
48,TPS,Mechanical Components,TPS-116,Sprocket Assembly,0.28,0.28,0.0,48,TPS-116,8410000.0,0.0,COST REFERENCE
49,O2-Sensor,Electronic Component,O2-Sensor-215,Hall Sensor,0.54,0.45,0.09,14,O2-Sensor-204,7470000.0,672300.0,REFERENCE FOUND!
49,O2-Sensor,Electronic Component,O2-Sensor-215,Bluetooth Module,1.01,0.71,0.3,14,O2-Sensor-204,7470000.0,2241000.0,REFERENCE FOUND!
49,O2-Sensor,Electronic Component,O2-Sensor-215,Analog-to-Digital Converter,0.36,0.31,0.05,14,O2-Sensor-204,7470000.0,373500.0,REFERENCE FOUND!
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Exhaust Clamp,0.51,0.51,0.0,49,O2-Sensor-215,7470000.0,0.0,COST REFERENCE
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Bolt,0.29,0.25,0.04,14,O2-Sensor-204,7470000.0,298800.0,REFERENCE FOUND!
49,O2-Sensor,Mechanical Components,O2-Sensor-215,Link Chain,0.3,0.3,0.0,49,O2-Sensor-215,7470000.0,0.0,COST REFERENCE
50,ECU,Electronic Component,ECU-316,RFID Reader,0.8,0.51,0.29,15,ECU-304,8140000.000000001,2360600.0,REFERENCE FOUND!
50,ECU,Electronic Component,ECU-316,GPS Module,1.42,1.15,0.27,15,ECU-304,8140000.000000001,2197800.0,REFERENCE FOUND!
50,ECU,Electronic Component,ECU-316,Power Amplifier,0.3,0.2,0.1,15,ECU-304,8140000.000000001,814000.0,REFERENCE FOUND!
50,ECU,Mechanical Components,ECU-316,Spring Assembly,0.42,0.42,0.0,50,ECU-316,8140000.000000001,0.0,COST REFERENCE
50,ECU,Mechanical Components,ECU-316,Screw,0.29,0.28,0.01,15,ECU-304,8140000.000000001,81400.0,REFERENCE FOUND!
50,ECU,Mechanical Components,ECU-316,Linear Actuator,0.47,0.4,0.07,15,ECU-304,8140000.000000001,569800.0,REFERENCE FOUND!
