CQID,pType,CAT,CPID,CComp,CCost,LCost,DCost,DQID,DPID,[Q],IMP,POS
15,ECU,Electronic Component,ECU-304,Power Amplifier,0.2,0.2,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
15,ECU,Mechanical Components,ECU-304,Spring Assembly,0.56,0.42,0.14,50,ECU-316,1149.14,160.88,REFERENCE FOUND!
15,ECU,Mechanical Components,ECU-304,Screw,0.28,0.28,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
15,ECU,Mechanical Components,ECU-304,Linear Actuator,0.4,0.4,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
15,ECU,Raw Material,ECU-304,Nylon,0.42,0.4,0.02,50,ECU-316,1149.14,22.98,REFERENCE FOUND!
15,ECU,Raw Material,ECU-304,Silver,0.37,0.29,0.08,50,ECU-316,1149.14,91.93,REFERENCE FOUND!
15,ECU,Conversion Cost,ECU-304,Forging,0.65,0.65,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
15,ECU,Conversion Cost,ECU-304,Energy Efficiency Testing,0.5,0.41,0.09,50,ECU-316,1149.14,103.42,REFERENCE FOUND!
15,ECU,Conversion Cost,ECU-304,Material Sourcing,0.38,0.37,0.01,50,ECU-316,1149.14,11.49,REFERENCE FOUND!
15,ECU,Logistic Choice,ECU-304,Road,0.59,0.45,0.14,44,ECU-314,1149.14,160.88,REFERENCE FOUND!
15,ECU,Logistic Choice,ECU-304,Tensile Testing,0.19,0.19,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
15,ECU,Logistic Choice,ECU-304,Pressure Cycle Testing,0.12,0.12,0.0,15,ECU-304,1149.14,0.0,COST REFERENCE
16,ECU,Electronic Component,ECU-305,Solenoid,0.78,0.78,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Electronic Component,ECU-305,Accelerometer,1.11,1.11,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Electronic Component,ECU-305,DC-DC Converter,0.27,0.27,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Mechanical Components,ECU-305,Filter Housing,0.59,0.59,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Mechanical Components,ECU-305,Nut,0.38,0.38,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Mechanical Components,ECU-305,Actuator Rod,0.32,0.32,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Raw Material,ECU-305,Fiberglass,0.45,0.45,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Raw Material,ECU-305,Galvanized Steel,0.38,0.38,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Conversion Cost,ECU-305,Extrusion,0.72,0.72,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Conversion Cost,ECU-305,Operational Efficiency Analysis,0.48,0.48,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Conversion Cost,ECU-305,Supply Network Planning,0.31,0.31,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Logistic Choice,ECU-305,Road,0.56,0.45,0.11,44,ECU-314,544.95,59.94,REFERENCE FOUND!
16,ECU,Logistic Choice,ECU-305,Hermetic Testing,0.31,0.31,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
16,ECU,Logistic Choice,ECU-305,Shock Testing,0.14,0.14,0.0,16,ECU-305,544.95,0.0,COST REFERENCE
17,TPS,Electronic Component,TPS-105,Potentiometer,0.6,0.58,0.02,36,TPS-112,952.01,19.04,REFERENCE FOUND!
17,TPS,Electronic Component,TPS-105,Microcontroller,1.3,1.01,0.29,26,TPS-108,952.01,276.08,REFERENCE FOUND!
17,TPS,Electronic Component,TPS-105,Voltage Regulator,0.3,0.22,0.08,1,TPS-100,952.01,76.16,REFERENCE FOUND!
17,TPS,Mechanical Components,TPS-105,Injection-Molded Plastic Casing,0.54,0.37,0.17,26,TPS-108,952.01,161.84,REFERENCE FOUND!
17,TPS,Mechanical Components,TPS-105,Brass Contact Pins,0.24,0.24,0.0,17,TPS-105,952.01,0.0,COST REFERENCE
17,TPS,Mechanical Components,TPS-105,Mounting Clamp,0.34,0.28,0.06,1,TPS-100,952.01,57.12,REFERENCE FOUND!
17,TPS,Raw Material,TPS-105,ABS Plastic,0.38,0.33,0.05,1,TPS-100,952.01,47.6,REFERENCE FOUND!
17,TPS,Raw Material,TPS-105,Steel,0.27,0.25,0.02,36,TPS-112,952.01,19.04,REFERENCE FOUND!
17,TPS,Conversion Cost,TPS-105,Assembly Labor,0.61,0.61,0.0,17,TPS-105,952.01,0.0,COST REFERENCE
17,TPS,Conversion Cost,TPS-105,Testing and Calibration,0.47,0.39,0.08,1,TPS-100,952.01,76.16,REFERENCE FOUND!
17,TPS,Conversion Cost,TPS-105,Packaging Labor,0.41,0.33,0.08,26,TPS-108,952.01,76.16,REFERENCE FOUND!
17,TPS,Logistic Choice,TPS-105,Sea,0.58,0.42,0.16,18,O2-Sensor-205,952.01,152.32,REFERENCE FOUND!
17,TPS,Logistic Choice,TPS-105,Inspection,0.2,0.2,0.0,17,TPS-105,952.01,0.0,COST REFERENCE
17,TPS,Logistic Choice,TPS-105,Testing Equipment Depreciation,0.11,0.1,0.01,1,TPS-100,952.01,9.52,REFERENCE FOUND!
18,O2-Sensor,Electronic Component,O2-Sensor-205,LED,0.79,0.69,0.1,40,O2-Sensor-212,1107.48,110.75,REFERENCE FOUND!
18,O2-Sensor,Electronic Component,O2-Sensor-205,Relay,1.37,0.83,0.54,40,O2-Sensor-212,1107.48,598.04,REFERENCE FOUND!
18,O2-Sensor,Electronic Component,O2-Sensor-205,Operational Amplifier,0.23,0.21,0.02,40,O2-Sensor-212,1107.48,22.15,REFERENCE FOUND!
18,O2-Sensor,Mechanical Components,O2-Sensor-205,Actuator Arm,0.45,0.37,0.08,40,O2-Sensor-212,1107.48,88.6,REFERENCE FOUND!
18,O2-Sensor,Mechanical Components,O2-Sensor-205,Plastic Knob,0.29,0.24,0.05,5,O2-Sensor-201,1107.48,55.37,REFERENCE FOUND!
18,O2-Sensor,Mechanical Components,O2-Sensor-205,Cam Follower,0.38,0.36,0.02,40,O2-Sensor-212,1107.48,22.15,REFERENCE FOUND!
18,O2-Sensor,Raw Material,O2-Sensor-205,Brass,0.43,0.41,0.02,30,O2-Sensor-209,1107.48,22.15,REFERENCE FOUND!
18,O2-Sensor,Raw Material,O2-Sensor-205,Zinc,0.41,0.3,0.11,40,O2-Sensor-212,1107.48,121.82,REFERENCE FOUND!
18,O2-Sensor,Conversion Cost,O2-Sensor-205,Electroplating,0.63,0.58,0.05,30,O2-Sensor-209,1107.48,55.37,REFERENCE FOUND!
18,O2-Sensor,Conversion Cost,O2-Sensor-205,Assembly Line Setup,0.39,0.38,0.01,5,O2-Sensor-201,1107.48,11.07,REFERENCE FOUND!
18,O2-Sensor,Conversion Cost,O2-Sensor-205,Import Duties,0.4,0.3,0.1,30,O2-Sensor-209,1107.48,110.75,REFERENCE FOUND!
18,O2-Sensor,Logistic Choice,O2-Sensor-205,Sea,0.42,0.42,0.0,18,O2-Sensor-205,1107.48,0.0,COST REFERENCE
18,O2-Sensor,Logistic Choice,O2-Sensor-205,Pressure Testing,0.18,0.18,0.0,18,O2-Sensor-205,1107.48,0.0,COST REFERENCE
18,O2-Sensor,Logistic Choice,O2-Sensor-205,Reliability Testing,0.23,0.11,0.12,40,O2-Sensor-212,1107.48,132.9,REFERENCE FOUND!
19,TPS,Electronic Component,TPS-106,Resistor,0.71,0.51,0.2,27,O2-Sensor-208,526.74,105.35,REFERENCE FOUND!
19,TPS,Electronic Component,TPS-106,Pressure Sensor,1.21,1.03,0.18,2,O2-Sensor-200,526.74,94.81,REFERENCE FOUND!
19,TPS,Electronic Component,TPS-106,Heat Sink,0.26,0.2,0.06,2,O2-Sensor-200,526.74,31.6,REFERENCE FOUND!
19,TPS,Mechanical Components,TPS-106,Thermal Shielding,0.42,0.37,0.05,2,O2-Sensor-200,526.74,26.34,REFERENCE FOUND!
19,TPS,Mechanical Components,TPS-106,Spring Clip,0.25,0.25,0.0,19,TPS-106,526.74,0.0,COST REFERENCE
19,TPS,Mechanical Components,TPS-106,Gear Mechanism,0.39,0.29,0.1,2,O2-Sensor-200,526.74,52.67,REFERENCE FOUND!
19,TPS,Raw Material,TPS-106,Aluminum,0.35,0.35,0.0,19,TPS-106,526.74,0.0,COST REFERENCE
19,TPS,Raw Material,TPS-106,Copper,0.34,0.29,0.05,2,O2-Sensor-200,526.74,26.34,REFERENCE FOUND!
19,TPS,Conversion Cost,TPS-106,Welding Labor,0.72,0.61,0.11,37,O2-Sensor-211,526.74,57.94,REFERENCE FOUND!
19,TPS,Conversion Cost,TPS-106,Quality Inspection,0.46,0.43,0.03,2,O2-Sensor-200,526.74,15.8,REFERENCE FOUND!
19,TPS,Conversion Cost,TPS-106,Transportation Handling,0.45,0.35,0.1,37,O2-Sensor-211,526.74,52.67,REFERENCE FOUND!
19,TPS,Logistic Choice,TPS-106,Air,0.45,0.43,0.02,14,O2-Sensor-204,526.74,10.53,REFERENCE FOUND!
19,TPS,Logistic Choice,TPS-106,Functionality Test,0.21,0.21,0.0,19,TPS-106,526.74,0.0,COST REFERENCE
19,TPS,Logistic Choice,TPS-106,Environmental Stress Screening,0.17,0.1,0.07,2,O2-Sensor-200,526.74,36.87,REFERENCE FOUND!
20,O2-Sensor,Electronic Component,O2-Sensor-206,Capacitor,0.55,0.51,0.04,28,ECU-309,777.99,31.12,REFERENCE FOUND!
20,O2-Sensor,Electronic Component,O2-Sensor-206,Transistor,1.03,0.96,0.07,38,ECU-312,777.99,54.46,REFERENCE FOUND!
20,O2-Sensor,Electronic Component,O2-Sensor-206,Diode,0.24,0.24,0.0,20,O2-Sensor-206,777.99,0.0,COST REFERENCE
20,O2-Sensor,Mechanical Components,O2-Sensor-206,Mounting Bracket,0.56,0.37,0.19,28,ECU-309,777.99,147.82,REFERENCE FOUND!
20,O2-Sensor,Mechanical Components,O2-Sensor-206,Connector Housing,0.36,0.26,0.1,28,ECU-309,777.99,77.8,REFERENCE FOUND!
20,O2-Sensor,Mechanical Components,O2-Sensor-206,Adjustable Lever,0.45,0.34,0.11,38,ECU-312,777.99,85.58,REFERENCE FOUND!
20,O2-Sensor,Raw Material,O2-Sensor-206,Stainless Steel,0.42,0.42,0.0,20,O2-Sensor-206,777.99,0.0,COST REFERENCE
20,O2-Sensor,Raw Material,O2-Sensor-206,Nickel,0.27,0.27,0.0,3,ECU-300,777.99,0.0,COST REFERENCE
20,O2-Sensor,Conversion Cost,O2-Sensor-206,Circuit Board Assembly,0.59,0.59,0.0,20,O2-Sensor-206,777.99,0.0,COST REFERENCE
20,O2-Sensor,Conversion Cost,O2-Sensor-206,Machine Calibration,0.43,0.35,0.08,3,ECU-300,777.99,62.24,REFERENCE FOUND!
20,O2-Sensor,Conversion Cost,O2-Sensor-206,Handling and Storage,0.27,0.27,0.0,3,ECU-300,777.99,0.0,COST REFERENCE
20,O2-Sensor,Logistic Choice,O2-Sensor-206,Sea,0.61,0.42,0.19,18,O2-Sensor-205,777.99,147.82,REFERENCE FOUND!
20,O2-Sensor,Logistic Choice,O2-Sensor-206,Dimensional Inspection,0.26,0.22,0.04,3,ECU-300,777.99,31.12,REFERENCE FOUND!
20,O2-Sensor,Logistic Choice,O2-Sensor-206,Life Cycle Testing,0.17,0.17,0.0,3,ECU-300,777.99,0.0,COST REFERENCE
21,ECU,Electronic Component,ECU-306,Thermistor,0.47,0.47,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
21,ECU,Electronic Component,ECU-306,Temperature Sensor,0.96,0.86,0.1,29,TPS-109,1126.3,112.63,REFERENCE FOUND!
21,ECU,Electronic Component,ECU-306,Amplifier,0.28,0.24,0.04,4,TPS-101,1126.3,45.05,REFERENCE FOUND!
21,ECU,Mechanical Components,ECU-306,Rubber Seal,0.48,0.48,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
21,ECU,Mechanical Components,ECU-306,Copper Wire,0.24,0.24,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
21,ECU,Mechanical Components,ECU-306,Rotary Shaft,0.28,0.28,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
21,ECU,Raw Material,ECU-306,Silicone Rubber,0.43,0.35,0.08,39,TPS-113,1126.3,90.1,REFERENCE FOUND!
21,ECU,Raw Material,ECU-306,Titanium,0.3,0.28,0.02,4,TPS-101,1126.3,22.53,REFERENCE FOUND!
21,ECU,Conversion Cost,ECU-306,Surface Treatment,0.74,0.59,0.15,4,TPS-101,1126.3,168.94,REFERENCE FOUND!
21,ECU,Conversion Cost,ECU-306,Electronic Testing,0.37,0.35,0.02,39,TPS-113,1126.3,22.53,REFERENCE FOUND!
21,ECU,Conversion Cost,ECU-306,Inventory Management,0.28,0.28,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
21,ECU,Logistic Choice,ECU-306,Road,0.51,0.45,0.06,44,ECU-314,1126.3,67.58,REFERENCE FOUND!
21,ECU,Logistic Choice,ECU-306,Material Analysis,0.26,0.17,0.09,39,TPS-113,1126.3,101.37,REFERENCE FOUND!
21,ECU,Logistic Choice,ECU-306,Vibration Analysis,0.18,0.18,0.0,21,ECU-306,1126.3,0.0,COST REFERENCE
22,O2-Sensor,Electronic Component,O2-Sensor-207,Diode,0.69,0.24,0.45,20,O2-Sensor-206,744.2,334.89,REFERENCE FOUND!
22,O2-Sensor,Electronic Component,O2-Sensor-207,Inductor,0.93,0.93,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
22,O2-Sensor,Electronic Component,O2-Sensor-207,Crystal Oscillator,0.21,0.21,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
22,O2-Sensor,Mechanical Components,O2-Sensor-207,Connector Body,0.37,0.37,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
22,O2-Sensor,Mechanical Components,O2-Sensor-207,Steel Rod,0.32,0.28,0.04,6,ECU-301,744.2,29.77,REFERENCE FOUND!
22,O2-Sensor,Mechanical Components,O2-Sensor-207,Linkage Assembly,0.39,0.35,0.04,6,ECU-301,744.2,29.77,REFERENCE FOUND!
22,O2-Sensor,Raw Material,O2-Sensor-207,Glass,0.39,0.33,0.06,31,ECU-310,744.2,44.65,REFERENCE FOUND!
22,O2-Sensor,Raw Material,O2-Sensor-207,Graphite,0.31,0.31,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
22,O2-Sensor,Conversion Cost,O2-Sensor-207,Molding,0.66,0.64,0.02,31,ECU-310,744.2,14.88,REFERENCE FOUND!
22,O2-Sensor,Conversion Cost,O2-Sensor-207,Equipment Maintenance,0.4,0.37,0.03,41,ECU-313,744.2,22.33,REFERENCE FOUND!
22,O2-Sensor,Conversion Cost,O2-Sensor-207,Export Processing,0.44,0.29,0.15,41,ECU-313,744.2,111.63,REFERENCE FOUND!
22,O2-Sensor,Logistic Choice,O2-Sensor-207,Air,0.58,0.43,0.15,14,O2-Sensor-204,744.2,111.63,REFERENCE FOUND!
22,O2-Sensor,Logistic Choice,O2-Sensor-207,Electrical Testing,0.25,0.25,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
22,O2-Sensor,Logistic Choice,O2-Sensor-207,Wear Testing,0.16,0.16,0.0,22,O2-Sensor-207,744.2,0.0,COST REFERENCE
23,ECU,Electronic Component,ECU-307,Integrated Circuit,0.47,0.47,0.0,23,ECU-307,774.93,0.0,COST REFERENCE
23,ECU,Electronic Component,ECU-307,Piezoelectric Sensor,1.07,0.99,0.08,7,TPS-102,774.93,61.99,REFERENCE FOUND!
23,ECU,Electronic Component,ECU-307,Filter,0.36,0.21,0.15,7,TPS-102,774.93,116.24,REFERENCE FOUND!
23,ECU,Mechanical Components,ECU-307,Valve Body,0.45,0.43,0.02,32,TPS-110,774.93,15.5,REFERENCE FOUND!
23,ECU,Mechanical Components,ECU-307,Ceramic Disc,0.33,0.28,0.05,42,TPS-114,774.93,38.75,REFERENCE FOUND!
23,ECU,Mechanical Components,ECU-307,Control Arm,0.34,0.34,0.0,23,ECU-307,774.93,0.0,COST REFERENCE
23,ECU,Raw Material,ECU-307,Rubber,0.41,0.35,0.06,42,TPS-114,774.93,46.5,REFERENCE FOUND!
23,ECU,Raw Material,ECU-307,Lead,0.39,0.27,0.12,42,TPS-114,774.93,92.99,REFERENCE FOUND!
23,ECU,Conversion Cost,ECU-307,Coating Application,0.7,0.61,0.09,32,TPS-110,774.93,69.74,REFERENCE FOUND!
23,ECU,Conversion Cost,ECU-307,Worker Training,0.44,0.41,0.03,32,TPS-110,774.93,23.25,REFERENCE FOUND!
23,ECU,Conversion Cost,ECU-307,Customs Clearance,0.36,0.33,0.03,42,TPS-114,774.93,23.25,REFERENCE FOUND!
23,ECU,Logistic Choice,ECU-307,Sea,0.53,0.42,0.11,18,O2-Sensor-205,774.93,85.24,REFERENCE FOUND!
23,ECU,Logistic Choice,ECU-307,Chemical Analysis,0.17,0.17,0.0,23,ECU-307,774.93,0.0,COST REFERENCE
23,ECU,Logistic Choice,ECU-307,Endurance Testing,0.27,0.17,0.1,7,TPS-102,774.93,77.49,REFERENCE FOUND!
24,TPS,Electronic Component,TPS-107,Fuse,0.52,0.49,0.03,43,O2-Sensor-213,805.95,24.18,REFERENCE FOUND!
24,TPS,Electronic Component,TPS-107,Servo Motor,1.03,1.03,0.0,24,TPS-107,805.95,0.0,COST REFERENCE
24,TPS,Electronic Component,TPS-107,Rectifier,0.21,0.21,0.0,24,TPS-107,805.95,0.0,COST REFERENCE
24,TPS,Mechanical Components,TPS-107,Heat Sink,0.48,0.2,0.28,2,O2-Sensor-200,805.95,225.67,REFERENCE FOUND!
24,TPS,Mechanical Components,TPS-107,Metal Clip,0.26,0.26,0.0,24,TPS-107,805.95,0.0,COST REFERENCE
24,TPS,Mechanical Components,TPS-107,Bushing Assembly,0.41,0.4,0.01,33,O2-Sensor-210,805.95,8.06,REFERENCE FOUND!
24,TPS,Raw Material,TPS-107,Carbon Fiber,0.44,0.4,0.04,33,O2-Sensor-210,805.95,32.24,REFERENCE FOUND!
24,TPS,Raw Material,TPS-107,Iron,0.26,0.26,0.0,24,TPS-107,805.95,0.0,COST REFERENCE
24,TPS,Conversion Cost,TPS-107,Heat Treatment,0.71,0.66,0.05,43,O2-Sensor-213,805.95,40.3,REFERENCE FOUND!
24,TPS,Conversion Cost,TPS-107,Safety Testing,0.49,0.45,0.04,33,O2-Sensor-210,805.95,32.24,REFERENCE FOUND!
24,TPS,Conversion Cost,TPS-107,Quality Assurance,0.47,0.31,0.16,8,O2-Sensor-202,805.95,128.95,REFERENCE FOUND!
24,TPS,Logistic Choice,TPS-107,Road,0.54,0.45,0.09,44,ECU-314,805.95,72.54,REFERENCE FOUND!
24,TPS,Logistic Choice,TPS-107,Torque Testing,0.22,0.19,0.03,8,O2-Sensor-202,805.95,24.18,REFERENCE FOUND!
24,TPS,Logistic Choice,TPS-107,Non-Destructive Testing,0.13,0.13,0.0,8,O2-Sensor-202,805.95,0.0,COST REFERENCE
25,ECU,Electronic Component,ECU-308,Voltage Regulator,0.63,0.22,0.41,1,TPS-100,959.95,393.58,REFERENCE FOUND!
25,ECU,Electronic Component,ECU-308,Optocoupler,1.28,0.98,0.3,44,ECU-314,959.95,287.99,REFERENCE FOUND!
25,ECU,Electronic Component,ECU-308,Power Supply,0.31,0.2,0.11,9,ECU-302,959.95,105.59,REFERENCE FOUND!
25,ECU,Mechanical Components,ECU-308,Piston,0.39,0.39,0.0,25,ECU-308,959.95,0.0,COST REFERENCE
25,ECU,Mechanical Components,ECU-308,Wire Harness,0.38,0.31,0.07,44,ECU-314,959.95,67.2,REFERENCE FOUND!
25,ECU,Mechanical Components,ECU-308,Pivot Point,0.36,0.34,0.02,9,ECU-302,959.95,19.2,REFERENCE FOUND!
25,ECU,Raw Material,ECU-308,Polycarbonate,0.41,0.39,0.02,9,ECU-302,959.95,19.2,REFERENCE FOUND!
25,ECU,Raw Material,ECU-308,Alloy Steel,0.42,0.35,0.07,44,ECU-314,959.95,67.2,REFERENCE FOUND!
25,ECU,Conversion Cost,ECU-308,Polishing,0.61,0.61,0.0,25,ECU-308,959.95,0.0,COST REFERENCE
25,ECU,Conversion Cost,ECU-308,Process Optimization,0.44,0.38,0.06,9,ECU-302,959.95,57.6,REFERENCE FOUND!
25,ECU,Conversion Cost,ECU-308,Supply Chain Management,0.46,0.27,0.19,34,ECU-311,959.95,182.39,REFERENCE FOUND!
25,ECU,Logistic Choice,ECU-308,Air,0.61,0.43,0.18,14,O2-Sensor-204,959.95,172.79,REFERENCE FOUND!
25,ECU,Logistic Choice,ECU-308,Leak Testing,0.16,0.15,0.01,9,ECU-302,959.95,9.6,REFERENCE FOUND!
25,ECU,Logistic Choice,ECU-308,Durability Testing,0.28,0.11,0.17,34,ECU-311,959.95,163.19,REFERENCE FOUND!
26,TPS,Electronic Component,TPS-108,Potentiometer,0.68,0.58,0.1,36,TPS-112,1109.1,110.91,REFERENCE FOUND!
26,TPS,Electronic Component,TPS-108,Microcontroller,1.01,1.01,0.0,26,TPS-108,1109.1,0.0,COST REFERENCE
26,TPS,Electronic Component,TPS-108,Voltage Regulator,0.29,0.22,0.07,1,TPS-100,1109.1,77.64,REFERENCE FOUND!
26,TPS,Mechanical Components,TPS-108,Injection-Molded Plastic Casing,0.37,0.37,0.0,26,TPS-108,1109.1,0.0,COST REFERENCE
26,TPS,Mechanical Components,TPS-108,Brass Contact Pins,0.27,0.24,0.03,17,TPS-105,1109.1,33.27,REFERENCE FOUND!
26,TPS,Mechanical Components,TPS-108,Mounting Clamp,0.29,0.28,0.01,1,TPS-100,1109.1,11.09,REFERENCE FOUND!
26,TPS,Raw Material,TPS-108,ABS Plastic,0.35,0.33,0.02,1,TPS-100,1109.1,22.18,REFERENCE FOUND!
26,TPS,Raw Material,TPS-108,Steel,0.42,0.25,0.17,36,TPS-112,1109.1,188.55,REFERENCE FOUND!
26,TPS,Conversion Cost,TPS-108,Assembly Labor,0.7,0.61,0.09,17,TPS-105,1109.1,99.82,REFERENCE FOUND!
26,TPS,Conversion Cost,TPS-108,Testing and Calibration,0.43,0.39,0.04,1,TPS-100,1109.1,44.36,REFERENCE FOUND!
26,TPS,Conversion Cost,TPS-108,Packaging Labor,0.33,0.33,0.0,26,TPS-108,1109.1,0.0,COST REFERENCE
26,TPS,Logistic Choice,TPS-108,Sea,0.46,0.42,0.04,18,O2-Sensor-205,1109.1,44.36,REFERENCE FOUND!
26,TPS,Logistic Choice,TPS-108,Inspection,0.24,0.2,0.04,17,TPS-105,1109.1,44.36,REFERENCE FOUND!
26,TPS,Logistic Choice,TPS-108,Testing Equipment Depreciation,0.18,0.1,0.08,1,TPS-100,1109.1,88.73,REFERENCE FOUND!
27,O2-Sensor,Electronic Component,O2-Sensor-208,Resistor,0.51,0.51,0.0,27,O2-Sensor-208,543.63,0.0,COST REFERENCE
27,O2-Sensor,Electronic Component,O2-Sensor-208,Pressure Sensor,1.58,1.03,0.55,2,O2-Sensor-200,543.63,299.0,REFERENCE FOUND!
27,O2-Sensor,Electronic Component,O2-Sensor-208,Heat Sink,0.35,0.2,0.15,2,O2-Sensor-200,543.63,81.54,REFERENCE FOUND!
27,O2-Sensor,Mechanical Components,O2-Sensor-208,Thermal Shielding,0.47,0.37,0.1,2,O2-Sensor-200,543.63,54.36,REFERENCE FOUND!
27,O2-Sensor,Mechanical Components,O2-Sensor-208,Spring Clip,0.35,0.25,0.1,19,TPS-106,543.63,54.36,REFERENCE FOUND!
27,O2-Sensor,Mechanical Components,O2-Sensor-208,Gear Mechanism,0.32,0.29,0.03,2,O2-Sensor-200,543.63,16.31,REFERENCE FOUND!
27,O2-Sensor,Raw Material,O2-Sensor-208,Aluminum,0.48,0.35,0.13,19,TPS-106,543.63,70.67,REFERENCE FOUND!
27,O2-Sensor,Raw Material,O2-Sensor-208,Copper,0.4,0.29,0.11,2,O2-Sensor-200,543.63,59.8,REFERENCE FOUND!
27,O2-Sensor,Conversion Cost,O2-Sensor-208,Welding Labor,0.65,0.61,0.04,37,O2-Sensor-211,543.63,21.75,REFERENCE FOUND!
27,O2-Sensor,Conversion Cost,O2-Sensor-208,Quality Inspection,0.52,0.43,0.09,2,O2-Sensor-200,543.63,48.93,REFERENCE FOUND!
27,O2-Sensor,Conversion Cost,O2-Sensor-208,Transportation Handling,0.4,0.35,0.05,37,O2-Sensor-211,543.63,27.18,REFERENCE FOUND!
27,O2-Sensor,Logistic Choice,O2-Sensor-208,Road,0.48,0.45,0.03,44,ECU-314,543.63,16.31,REFERENCE FOUND!
27,O2-Sensor,Logistic Choice,O2-Sensor-208,Functionality Test,0.26,0.21,0.05,19,TPS-106,543.63,27.18,REFERENCE FOUND!
27,O2-Sensor,Logistic Choice,O2-Sensor-208,Environmental Stress Screening,0.11,0.1,0.01,2,O2-Sensor-200,543.63,5.44,REFERENCE FOUND!
28,ECU,Electronic Component,ECU-309,Capacitor,0.51,0.51,0.0,28,ECU-309,1199.68,0.0,COST REFERENCE
28,ECU,Electronic Component,ECU-309,Transistor,1.47,0.96,0.51,38,ECU-312,1199.68,611.84,REFERENCE FOUND!
28,ECU,Electronic Component,ECU-309,Diode,0.35,0.24,0.11,20,O2-Sensor-206,1199.68,131.96,REFERENCE FOUND!
28,ECU,Mechanical Components,ECU-309,Mounting Bracket,0.37,0.37,0.0,28,ECU-309,1199.68,0.0,COST REFERENCE
28,ECU,Mechanical Components,ECU-309,Connector Housing,0.26,0.26,0.0,28,ECU-309,1199.68,0.0,COST REFERENCE
28,ECU,Mechanical Components,ECU-309,Adjustable Lever,0.47,0.34,0.13,38,ECU-312,1199.68,155.96,REFERENCE FOUND!
28,ECU,Raw Material,ECU-309,Stainless Steel,0.46,0.42,0.04,20,O2-Sensor-206,1199.68,47.99,REFERENCE FOUND!
28,ECU,Raw Material,ECU-309,Nickel,0.39,0.27,0.12,3,ECU-300,1199.68,143.96,REFERENCE FOUND!
28,ECU,Conversion Cost,ECU-309,Circuit Board Assembly,0.66,0.59,0.07,20,O2-Sensor-206,1199.68,83.98,REFERENCE FOUND!
28,ECU,Conversion Cost,ECU-309,Machine Calibration,0.5,0.35,0.15,3,ECU-300,1199.68,179.95,REFERENCE FOUND!
28,ECU,Conversion Cost,ECU-309,Handling and Storage,0.33,0.27,0.06,3,ECU-300,1199.68,71.98,REFERENCE FOUND!
28,ECU,Logistic Choice,ECU-309,Sea,0.42,0.42,0.0,18,O2-Sensor-205,1199.68,0.0,COST REFERENCE
28,ECU,Logistic Choice,ECU-309,Dimensional Inspection,0.29,0.22,0.07,3,ECU-300,1199.68,83.98,REFERENCE FOUND!
28,ECU,Logistic Choice,ECU-309,Life Cycle Testing,0.26,0.17,0.09,3,ECU-300,1199.68,107.97,REFERENCE FOUND!
29,TPS,Electronic Component,TPS-109,Thermistor,0.64,0.47,0.17,21,ECU-306,613.28,104.26,REFERENCE FOUND!
29,TPS,Electronic Component,TPS-109,Temperature Sensor,0.86,0.86,0.0,29,TPS-109,613.28,0.0,COST REFERENCE
29,TPS,Electronic Component,TPS-109,Amplifier,0.28,0.24,0.04,4,TPS-101,613.28,24.53,REFERENCE FOUND!
29,TPS,Mechanical Components,TPS-109,Rubber Seal,0.56,0.48,0.08,21,ECU-306,613.28,49.06,REFERENCE FOUND!
29,TPS,Mechanical Components,TPS-109,Copper Wire,0.3,0.24,0.06,21,ECU-306,613.28,36.8,REFERENCE FOUND!
29,TPS,Mechanical Components,TPS-109,Rotary Shaft,0.43,0.28,0.15,21,ECU-306,613.28,91.99,REFERENCE FOUND!
